id,uri,title,artists,year,rank,tempo,time_signature,duration_ms,key,mode,acousticness,danceability,energy,instrumentalness,loudness,valence
0QxwQkCU0CjNU86C85wmOz,spotify:track:0QxwQkCU0CjNU86C85wmOz,"""The Big Hurt""",Toni Fisher,1960,36,127.444,4,129106,C#/Db,major,0.875,0.511,0.524,0,-14.652,0.284
555aGlegOjCZVH9ifvf61s,spotify:track:555aGlegOjCZVH9ifvf61s,"""Lonely Blue Boy""",Conway Twitty,1960,38,112.878,3,135067,F,major,0.777,0.659,0.342,1.26e-05,-13.709,0.677
7HDyKTm5e7XV6qszYSSlku,spotify:track:7HDyKTm5e7XV6qszYSSlku,"""Pretty Blue Eyes""",Steve Lawrence,1960,39,126.419,4,114467,F,major,0.497,0.477,0.507,0,-11.802,0.864
7kBvtoy7dyc1CQ2WjfGwdr,spotify:track:7kBvtoy7dyc1CQ2WjfGwdr,"""Way Down Yonder in New Orleans""",Freddy Cannon,1960,40,142.635,4,151600,G#/Ab,major,0.471,0.278,0.809,0,-6.068,0.822
4L1E4AVWK6eV0gT5rwPllS,spotify:track:4L1E4AVWK6eV0gT5rwPllS,"""Paper Roses""",Anita Bryant,1960,41,116.644,4,171987,G,major,0.669,0.301,0.325,1.9e-06,-8.847,0.298
54UFvpOyoqlUu7N09UymMz,spotify:track:54UFvpOyoqlUu7N09UymMz,"""Mr. Custer""",Larry Verne,1960,42,108.5,4,184867,E,minor,0.707,0.697,0.697,8.72e-05,-4.863,0.582
3i32qvP2ZwGz7VmOA1XzQD,spotify:track:3i32qvP2ZwGz7VmOA1XzQD,"""I Want to Be Wanted""",Brenda Lee,1960,43,105.649,3,192520,G,major,0.753,0.546,0.296,0.00355,-13.997,0.263
5KPCpGCjdjvXdsXy89AQSQ,spotify:track:5KPCpGCjdjvXdsXy89AQSQ,"""Mule Skinner Blues""",The Fendermen,1960,44,128.876,4,148333,E,major,0.814,0.51,0.592,0,-6.387,0.545
0HHYIJBKj6GFchyYjJQ8nf,spotify:track:0HHYIJBKj6GFchyYjJQ8nf,"""Cradle of Love""",Johnny Preston,1960,45,174.119,4,140133,F#/Gb,minor,0.306,0.48,0.559,3.84e-05,-7.823,0.845
38rz74MI3lV25ZfhABoQv9,spotify:track:38rz74MI3lV25ZfhABoQv9,"""You Got What It Takes""",Marv Johnson,1960,46,136.685,4,159933,G,major,0.776,0.715,0.546,0,-13.647,0.957
75zdGixP4G3VQ5oIk1HzjU,spotify:track:75zdGixP4G3VQ5oIk1HzjU,"""Love You So""",Ron Holden,1960,48,127.294,4,208040,D#/Eb,major,0.89,0.634,0.275,0.00111,-11.417,0.581
2muZcKVYX8Kqx5KX7T82WU,spotify:track:2muZcKVYX8Kqx5KX7T82WU,"""Finger Poppin' Time""",Hank Ballard & The Midnighters,1960,49,159.638,4,154747,A,major,0.182,0.545,0.78,0,-4.129,0.932
3bZGw3sNQ1rQoosJzr7G2e,spotify:track:3bZGw3sNQ1rQoosJzr7G2e,"""Harbor Lights""",The Platters,1960,50,78.797,4,194867,F,major,0.913,0.26,0.29,0.000649,-13.38,0.303
3ClUZFkkKgXjp3XERlQFdd,spotify:track:3ClUZFkkKgXjp3XERlQFdd,"""Let the Little Girl Dance""",Billy Bland,1960,51,143.872,4,143040,F,major,0.238,0.583,0.532,0,-9.449,0.962
7CUN42trHz1jiAooYUW1GC,spotify:track:7CUN42trHz1jiAooYUW1GC,"""Theme from The Apartment""",Ferrante & Teicher,1960,53,118.949,4,147467,D,minor,0.295,0.886,0.399,0.254,-13.913,0.723
6aTY7Dx6719A0rTsYY7NgK,spotify:track:6aTY7Dx6719A0rTsYY7NgK,"""Volare""",Bobby Rydell,1960,54,130.014,4,146067,A,minor,0.596,0.498,0.648,0,-6.355,0.904
2HWaoy5exkRIulp61fOvQj,spotify:track:2HWaoy5exkRIulp61fOvQj,"""A Million to One""",Jimmy Charles,1960,55,102.838,3,152360,A#/Bb,major,0.72,0.285,0.199,0,-16.101,0.454
226jmAxLwB6D3XydMxDfHW,spotify:track:226jmAxLwB6D3XydMxDfHW,"""The Village of St. Bernadette""",Andy Williams,1960,56,87.256,3,203600,G#/Ab,major,0.912,0.235,0.198,1.63e-06,-14.609,0.229
7IS9MwiLJp91PEyoUDazqb,spotify:track:7IS9MwiLJp91PEyoUDazqb,"""White Silver Sands""",Bill Black's Combo,1960,57,117.705,4,154427,C,major,0.558,0.895,0.608,0.14,-7.224,0.96
5JL4jmmogEql62ljHdlYP6,spotify:track:5JL4jmmogEql62ljHdlYP6,"""Devil or Angel""",Bobby Vee,1960,59,102.833,4,141200,F,major,0.9,0.389,0.266,0,-11.791,0.615
3kpuidZaDOsLP3YgFi8sxu,spotify:track:3kpuidZaDOsLP3YgFi8sxu,"""Down by the Station""",The Four Preps,1960,60,118.641,4,172067,D#/Eb,major,0.324,0.754,0.442,0,-15.178,0.971
5rWyKJMaTXL0TArnJ8IGts,spotify:track:5rWyKJMaTXL0TArnJ8IGts,"""Forever""",The Little Dippers,1960,61,72.115,4,143161,F,major,0.281,0.519,0.45,6.12e-06,-9.133,0.549
7KfwGraITe6aLd827Wq0bh,spotify:track:7KfwGraITe6aLd827Wq0bh,"""Image of a Girl""",The Safaris & The Phantom's Band,1960,62,185.652,3,162267,D,major,0.794,0.247,0.359,0,-8.888,0.449
7l9RNVHHVgG7mMqnRoEcjL,spotify:track:7l9RNVHHVgG7mMqnRoEcjL,"""Kiddio""",Brook Benton,1960,63,112.047,4,152307,D#/Eb,major,0.838,0.778,0.29,0.00053,-12.873,0.768
12zEAgwHjIQRYNiAAH5UiZ,spotify:track:12zEAgwHjIQRYNiAAH5UiZ,"""Mission Bell""",Donnie Brooks,1960,64,81.481,4,143960,D,major,0.844,0.572,0.418,0.283,-12.757,0.592
4AtIVBQQbBgeyIzazKhfIy,spotify:track:4AtIVBQQbBgeyIzazKhfIy,"""I Love the Way You Love""",Marv Johnson,1960,65,134.703,4,159893,A,major,0.378,0.716,0.828,0,-6.236,0.863
6dAqyQn8GS2RYRqyP5eKTp,spotify:track:6dAqyQn8GS2RYRqyP5eKTp,"""It's Time to Cry""",Paul Anka,1960,66,109.983,3,145467,D#/Eb,major,0.731,0.311,0.314,0,-12.81,0.565
1EwpgXlVIzs1E7XBZoRVQl,spotify:track:1EwpgXlVIzs1E7XBZoRVQl,"""Tell Laura I Love Her""",Ray Peterson,1960,67,102.898,4,174693,A#/Bb,major,0.751,0.528,0.394,0,-11.235,0.297
5htJrzx9BOWrWWuTFRbehY,spotify:track:5htJrzx9BOWrWWuTFRbehY,"""Mama""",Connie Francis,1960,68,87.551,3,237867,C,major,0.9,0.271,0.208,0.000107,-11.22,0.112
2z1mnBJRjXUpD2RFXRBm2p,spotify:track:2z1mnBJRjXUpD2RFXRBm2p,"""Footsteps""",Steve Lawrence,1960,69,144.387,4,134627,D,minor,0.419,0.641,0.468,0,-12.33,0.913
1Eo6eH8Yppywb6nkWDhB1b,spotify:track:1Eo6eH8Yppywb6nkWDhB1b,"""So Sad""",The Everly Brothers,1960,70,102.363,4,156573,E,major,0.655,0.477,0.196,0,-15.689,0.405
1aTHBOr0V8XnbgHSRPyJtg,spotify:track:1aTHBOr0V8XnbgHSRPyJtg,"""That's All You Gotta Do""",Brenda Lee,1960,71,195.855,4,148973,C#/Db,major,0.43,0.405,0.57,5.09e-06,-7.919,0.956
5I3hQNKjCwalENrab1SBtt,spotify:track:5I3hQNKjCwalENrab1SBtt,"""Walking to New Orleans""",Fats Domino,1960,72,80.829,4,121213,C#/Db,major,0.782,0.606,0.344,0,-9.944,0.517
1tM2BQzEMJ5f9siQ9ZjM6P,spotify:track:1tM2BQzEMJ5f9siQ9ZjM6P,"""Among My Souvenirs""",Connie Francis,1960,73,107.991,3,151280,A,major,0.404,0.486,0.464,7.78e-06,-6.236,0.417
2V0U78Xx4KY843bJbuq586,spotify:track:2V0U78Xx4KY843bJbuq586,"""Swingin' School""",Bobby Rydell,1960,74,150.56,3,134000,F,major,0.64,0.524,0.762,1.31e-06,-5.473,0.969
4ydSzWwxqtNdP4VPfQe8bf,spotify:track:4ydSzWwxqtNdP4VPfQe8bf,"""A Rockin' Good Way (To Mess Around and Fall in Love)""",Dinah Washington & Brook Benton,1960,75,130.224,4,148227,D#/Eb,major,0.845,0.788,0.52,2.94e-05,-10.837,0.96
2bHXXAgNA9MMvHE2e6Dgay,spotify:track:2bHXXAgNA9MMvHE2e6Dgay,"""Stairway to Heaven""",Neil Sedaka,1960,76,127.039,4,162640,F,major,0.801,0.515,0.874,0,-4.408,0.926
75wzEkDy6NnSj692dA99ip,spotify:track:75wzEkDy6NnSj692dA99ip,"""My Home Town""",Paul Anka,1960,77,117.022,4,126293,B,minor,0.223,0.79,0.514,0,-10.743,0.962
4hd8wgCh7ZQWRyXNLnwjTD,spotify:track:4hd8wgCh7ZQWRyXNLnwjTD,"""Georgia on My Mind""",Ray Charles,1960,78,147.176,3,372627,E,minor,0.752,0.304,0.289,0,-10.963,0.154
3ManMR2GV4W6xD9KQnDZHe,spotify:track:3ManMR2GV4W6xD9KQnDZHe,"""Cherry Pie""",Skip and Flip,1960,79,86.029,4,140382,A#/Bb,minor,0.629,0.499,0.254,6.81e-06,-16.861,0.492
2g2GkH3vZHk4lWzBjgQ6nY,spotify:track:2g2GkH3vZHk4lWzBjgQ6nY,"""Wonderful World""",Sam Cooke,1960,80,128.518,4,125440,B,major,0.627,0.691,0.507,0,-10.23,0.885
2MWxpIwgwY4wc4tFs6NyhS,spotify:track:2MWxpIwgwY4wc4tFs6NyhS,"""Lady Luck""",Lloyd Price,1960,82,122.802,4,138733,F,major,0.639,0.62,0.591,0,-6.663,0.769
0aVMQFFqVPpbvoykIABQWO,spotify:track:0aVMQFFqVPpbvoykIABQWO,"""Step by Step""",The Crests,1960,83,105.38,4,145293,C,major,0.347,0.841,0.411,0,-10.767,0.926
6jZxxO0ZNb8fakRXryav4y,spotify:track:6jZxxO0ZNb8fakRXryav4y,"""Happy-Go-Lucky Me""",Paul Evans,1960,84,93.888,4,117253,A,major,0.809,0.717,0.545,0.0554,-10.97,0.962
6lDX5Uhl1It298l8hhQpBr,spotify:track:6lDX5Uhl1It298l8hhQpBr,"""Young Emotions""",Ricky Nelson,1960,85,78.475,4,153120,G,minor,0.548,0.449,0.221,6.24e-05,-13.834,0.392
3e6DgJHco44VZekE9wz8Wh,spotify:track:3e6DgJHco44VZekE9wz8Wh,"""Dreamin'""",Johnny Burnette,1960,86,74.673,4,141493,B,minor,0.794,0.471,0.449,2.25e-05,-9.845,0.715
2HKafPuzWaKsCzcE3zFOIX,spotify:track:2HKafPuzWaKsCzcE3zFOIX,"""Poetry in Motion""",Johnny Tillotson,1960,87,135.255,4,154467,G#/Ab,major,0.392,0.485,0.706,0,-7.387,0.912
6kFmfcqpy1ok5wfls2yCtZ,spotify:track:6kFmfcqpy1ok5wfls2yCtZ,"""O Dio Mio""",Annette Funicello,1960,88,115.882,4,171427,F,major,0.192,0.389,0.412,3.11e-06,-8.131,0.363
6cUIm6LO1lcMfDlBeGa4H4,spotify:track:6cUIm6LO1lcMfDlBeGa4H4,"""You Talk Too Much""",Joe Jones,1960,89,125.643,4,152880,D,major,0.605,0.756,0.739,4.2e-06,-4.978,0.614
3uHrMzdYjAUbINHGTh7M5S,spotify:track:3uHrMzdYjAUbINHGTh7M5S,"""Beatnik Fly""",Johnny and the Hurricanes,1960,90,88.364,4,129667,F,major,0.888,0.541,0.62,0.288,-15.603,0.931
27TC9sT6A3Tr29O9Ya3xWL,spotify:track:27TC9sT6A3Tr29O9Ya3xWL,"""When Will I Be Loved""",The Everly Brothers,1960,91,118.019,4,125973,B,major,0.0933,0.583,0.478,0,-9.868,0.899
2KwHEWuvd2JCWVK0oQyLkf,spotify:track:2KwHEWuvd2JCWVK0oQyLkf,"""Let's Think About Living""",Bob Luman,1960,92,96.795,4,128800,D,major,0.744,0.613,0.701,0,-11.366,0.964
2LKbizyFLF6UR5g2aBpPVV,spotify:track:2LKbizyFLF6UR5g2aBpPVV,"""My Little Corner of the World""",Anita Bryant,1960,94,108.737,4,158053,B,major,0.581,0.486,0.453,0,-8.2,0.564
1uXopyJyRjXsjFtlAXhMd4,spotify:track:1uXopyJyRjXsjFtlAXhMd4,"""Doggin' Around""",Jackie Wilson,1960,95,94.096,3,171840,F,major,0.801,0.568,0.367,1.67e-05,-9.912,0.383
0ZqhPLdc7yEv6iADB7no3F,spotify:track:0ZqhPLdc7yEv6iADB7no3F,"""Little Bitty Girl""",Bobby Rydell,1960,96,121.207,4,145360,C#/Db,major,0.559,0.61,0.623,0,-6.212,0.841
5ygqNg50ux6hm9YEbkriWS,spotify:track:5ygqNg50ux6hm9YEbkriWS,"""Money (That's What I Want)""",Barrett Strong,1960,97,132.366,4,157947,F,major,0.25,0.646,0.93,0,-3.233,0.946
4jtxk24eyUY3F9y3ucjxe0,spotify:track:4jtxk24eyUY3F9y3ucjxe0,"""Stay""",Maurice Williams and the Zodiacs,1960,98,118.904,4,99213,G,minor,0.777,0.419,0.681,0,-11.137,0.788
5NTSEHKXOPJl8Jf1FIdAof,spotify:track:5NTSEHKXOPJl8Jf1FIdAof,"""Lonely Weekends""",Charlie Rich,1960,99,183.421,4,126109,F,major,0.773,0.413,0.817,2.06e-05,-8.873,0.547
7vF9CfYTUiif1wHSFdrTyN,spotify:track:7vF9CfYTUiif1wHSFdrTyN,"""Sandy""",Larry Hall,1960,100,80.543,4,145027,C,major,0.47,0.633,0.484,0.000141,-8.507,0.814
79s3pSe1u6ggQBEwVPm58Z,spotify:track:79s3pSe1u6ggQBEwVPm58Z,"""Tossin' and Turnin'""",Bobby Lewis,1961,1,142.736,4,159640,C,major,0.225,0.569,0.722,0,-8.914,0.965
6zFsz86nAj5gcvzyVqNL3k,spotify:track:6zFsz86nAj5gcvzyVqNL3k,"""I Fall to Pieces""",Patsy Cline,1961,2,111.799,4,171333,A#/Bb,major,0.917,0.481,0.0568,0,-20.508,0.505
5pgq6Pzyr8iF2Rs7vzC1nd,spotify:track:5pgq6Pzyr8iF2Rs7vzC1nd,"""Michael""",The Highwaymen,1961,3,103.182,4,289228,C,major,0.86,0.48,0.237,0.128,-18.666,0.469
6eLL7QTdMWdhhG4i3jHDR9,spotify:track:6eLL7QTdMWdhhG4i3jHDR9,"""Crying""",Roy Orbison,1961,4,96.685,4,166467,D,major,0.758,0.35,0.293,8.21e-06,-9.502,0.162
45Szkclj1lt4ubm7RFK68t,spotify:track:45Szkclj1lt4ubm7RFK68t,"""Runaway""",Del Shannon,1961,5,78.552,4,137307,A#/Bb,minor,0.153,0.594,0.533,1.49e-05,-7.993,0.729
1paWReMsPIqKGEOxdlHT2D,spotify:track:1paWReMsPIqKGEOxdlHT2D,"""My True Story""",The Jive Five,1961,6,183.362,3,155960,D#/Eb,major,0.768,0.254,0.465,0,-7.421,0.642
2XPEv2sB6c44DSocT2TwAc,spotify:track:2XPEv2sB6c44DSocT2TwAc,"""Pony Time""",Chubby Checker,1961,7,77.36,4,147427,G#/Ab,major,0.00868,0.453,0.609,3.43e-05,-6.662,0.96
789lq0oHhOa4pHh2y9rjkN,spotify:track:789lq0oHhOa4pHh2y9rjkN,"""Wheels""",The String-A-Longs,1961,8,128.327,4,116360,C,major,0.689,0.787,0.623,0.0932,-8.241,0.869
6CqTD9nWwf8R1yPVkIVdF5,spotify:track:6CqTD9nWwf8R1yPVkIVdF5,"""Raindrops""",Dee Clark,1961,9,114.086,1,179665,G,major,0.452,0.381,0.719,0,-7.613,0.563
2ELAMT68a78OGwhCgj9Kai,spotify:track:2ELAMT68a78OGwhCgj9Kai,"""Wooden Heart""",Joe Dowell,1961,10,84.913,4,118427,C#/Db,major,0.713,0.844,0.462,0.0234,-9.855,0.947
28l8JbAxOhIwGv7ecqFCWz,spotify:track:28l8JbAxOhIwGv7ecqFCWz,"""Calcutta""",Lawrence Welk,1961,11,81.817,4,135520,G,major,0.825,0.46,0.675,0.91,-7.657,0.954
1MR7XamWS0XH6vZxeeRdE0,spotify:track:1MR7XamWS0XH6vZxeeRdE0,"""Take Good Care of My Baby""",Bobby Vee,1961,12,82.445,4,150867,C#/Db,major,0.698,0.491,0.431,0,-12.257,0.661
6sbj89WozjblBMa5u41orw,spotify:track:6sbj89WozjblBMa5u41orw,"""Running Scared""",Roy Orbison,1961,13,128.255,3,132040,A,major,0.778,0.572,0.392,0.000435,-10.555,0.381
36f5xtZ2CXIc1WOirnnD3j,spotify:track:36f5xtZ2CXIc1WOirnnD3j,"""Dedicated to the One I Love""",The Shirelles,1961,14,80.563,4,120307,A#/Bb,major,0.812,0.398,0.325,0,-6.159,0.454
7H22uQMwKWl43uagzO4Pnn,spotify:track:7H22uQMwKWl43uagzO4Pnn,"""Last Night""",The Mar-Keys,1961,15,126.588,4,159173,C,major,0.448,0.723,0.565,0.866,-4.175,0.859
0bwy3sGHeYwng2Ioicq6wf,spotify:track:0bwy3sGHeYwng2Ioicq6wf,"""Will You Love Me Tomorrow""",The Shirelles,1961,16,136.128,4,160693,C,major,0.312,0.55,0.382,1.11e-05,-6.429,0.464
7MIzIo0Z9S8zmBiXdGwOeS,spotify:track:7MIzIo0Z9S8zmBiXdGwOeS,"""Exodus""",Ferrante & Teicher,1961,17,91.846,4,190359,D,minor,0.991,0.417,0.222,0.858,-15.318,0.147
70UvKFI48DAQ2suS58bu5l,spotify:track:70UvKFI48DAQ2suS58bu5l,"""Where the Boys Are""",Connie Francis,1961,18,108.819,3,157587,C,major,0.81,0.366,0.408,0,-4.85,0.378
5yQFVCQkupKqTJecbXA7qT,spotify:track:5yQFVCQkupKqTJecbXA7qT,"""Hit the Road Jack""",Ray Charles,1961,19,173.172,4,119987,G#/Ab,minor,0.628,0.559,0.631,0,-11.184,0.929
5PYEBQrRHWoMuRr5Ers9vR,spotify:track:5PYEBQrRHWoMuRr5Ers9vR,"""Sad Movies (Make Me Cry)""",Sue Thompson,1961,20,107.116,4,199347,D,major,0.888,0.61,0.272,7.11e-06,-10.071,0.608
39h384i9hij2H9Qtl9XUuu,spotify:track:39h384i9hij2H9Qtl9XUuu,"""Mother-in-Law""",Ernie K-Doe,1961,21,130.214,4,153093,G,minor,0.77,0.81,0.524,1.03e-05,-9.77,0.949
0B1cm1Z7J9v8Wug9idr8T6,spotify:track:0B1cm1Z7J9v8Wug9idr8T6,"""Bristol Stomp""",The Dovells,1961,22,105.394,4,138893,D,major,0.626,0.655,0.77,0,-6.338,0.9
1sM0yZDxUhPQhkDh2CLd6l,spotify:track:1sM0yZDxUhPQhkDh2CLd6l,"""Travelin' Man""",Ricky Nelson,1961,23,123.217,4,143200,D,major,0.667,0.723,0.44,0,-10.536,0.843
47IRIQxGDe2Sc6F4pe2FMf,spotify:track:47IRIQxGDe2Sc6F4pe2FMf,"""Shop Around""",The Miracles,1961,24,132.005,4,170760,G,major,0.809,0.552,0.7,0,-4.533,0.901
5gCkto8RSjGPynLo3GjOk0,spotify:track:5gCkto8RSjGPynLo3GjOk0,"""The Boll Weevil Song""",Brook Benton,1961,25,133.337,4,160000,C,major,0.248,0.716,0.34,2.89e-06,-17.01,0.661
4s9qKAu0wMyIWVUB7Cuv3j,spotify:track:4s9qKAu0wMyIWVUB7Cuv3j,"""A Hundred Pounds of Clay""",Gene McDaniels,1961,26,129.06,4,142027,C,major,0.604,0.684,0.389,0,-10.933,0.824
0YVlMTY2kaQc2fxu2ezlI6,spotify:track:0YVlMTY2kaQc2fxu2ezlI6,"""The Mountain's High""",Dick and Dee Dee,1961,27,118.176,4,135707,C#/Db,major,0.683,0.686,0.771,0.137,-8.764,0.94
2vdjYcYAmectRUOiR9Blk3,spotify:track:2vdjYcYAmectRUOiR9Blk3,"""On the Rebound""",Floyd Cramer,1961,29,150.742,4,126107,A,major,0.371,0.535,0.683,0.0133,-11.677,0.912
6csU5EvfcRi2NNoOwNVg8A,spotify:track:6csU5EvfcRi2NNoOwNVg8A,"""Portrait of My Love""",Steve Lawrence,1961,30,90.169,4,170692,C,major,0.85,0.31,0.312,4.51e-05,-9.321,0.256
7aHn8rGeEGkDkQiUV0DpW1,spotify:track:7aHn8rGeEGkDkQiUV0DpW1,"""Quarter to Three""",Gary U.S. Bonds,1961,31,165.457,4,150400,C,minor,0.929,0.473,0.824,0.0547,-9.325,0.923
30txFxKhnMJqUXz0xx0x39,spotify:track:30txFxKhnMJqUXz0xx0x39,"""Who Put the Bomp (in the Bomp, Bomp, Bomp)""",Barry Mann,1961,32,169.346,4,167227,G,major,0.516,0.366,0.681,0,-8.468,0.86
7Gpx2fNJiilvrf9Ss8qbit,spotify:track:7Gpx2fNJiilvrf9Ss8qbit,"""Calendar Girl""",Neil Sedaka,1961,33,122.719,4,159693,G#/Ab,minor,0.397,0.703,0.649,0,-7.727,0.862
5wIxMTfyrSEx4w1MxaM96c,spotify:track:5wIxMTfyrSEx4w1MxaM96c,"""I Like It Like That""",Chris Kenner,1961,34,144.566,4,117600,F,major,0.832,0.589,0.568,0,-11.295,0.777
0FKNRNN2mcY9dBjenoxbeY,spotify:track:0FKNRNN2mcY9dBjenoxbeY,"""Apache""",Jørgen Ingmann,1961,35,129.089,4,175520,A,minor,0.894,0.644,0.492,0.922,-13.646,0.248
5HbuNDquUjgOoJIozrdayL,spotify:track:5HbuNDquUjgOoJIozrdayL,"""Without You""",Johnny Tillotson,1961,37,99.333,3,128800,D,major,0.425,0.537,0.558,0.636,-5.701,0.709
31vF1iGX0S3Dtv0rQfEksJ,spotify:track:31vF1iGX0S3Dtv0rQfEksJ,"""Wings of a Dove""",Ferlin Husky,1961,38,177.489,3,142907,E,major,0.497,0.5,0.319,0,-15.735,0.646
5jRnmQJAwBbtikNcvYbp3B,spotify:track:5jRnmQJAwBbtikNcvYbp3B,"""Little Sister""",Elvis Presley,1961,39,139.6,4,151387,A,major,0.434,0.602,0.619,0,-11.751,0.902
0pnfT3OLqlnIvO0uMYgCfM,spotify:track:0pnfT3OLqlnIvO0uMYgCfM,"""Blue Moon""",The Marcels,1961,40,127.699,4,133453,G,major,0.698,0.617,0.444,0,-10.133,0.913
2Vr3XMnJyu60xBUUchWUrI,spotify:track:2Vr3XMnJyu60xBUUchWUrI,"""Daddy's Home""",Shep and the Limelites,1961,41,144.64,3,174200,F,major,0.939,0.493,0.123,8.58e-06,-13.875,0.273
4dfn4XrQIUAgUU96Ag1Ref,spotify:track:4dfn4XrQIUAgUU96Ag1Ref,"""This Time""",Troy Shondell,1961,42,81.169,4,157960,D,major,0.712,0.453,0.299,0,-14.331,0.341
4uNAdFLTuiIhDtbZsq31Og,spotify:track:4uNAdFLTuiIhDtbZsq31Og,"""Asia Minor""",Kokomo,1961,44,202.954,4,118133,D,minor,0.665,0.459,0.534,0.825,-11.926,0.931
4dim8F8t01qimHOmr6S3Gd,spotify:track:4dim8F8t01qimHOmr6S3Gd,"""Hello Walls""",Faron Young,1961,45,101.489,4,146840,C,major,0.722,0.62,0.406,6.73e-06,-10.421,0.695
1DndHckdH9m5rp6gYP086b,spotify:track:1DndHckdH9m5rp6gYP086b,"""Runaround Sue""",Dion,1961,46,79.987,4,171600,D,major,0.451,0.364,0.607,0,-9.791,0.598
7uJQUtgOzvSlVM3oyY012O,spotify:track:7uJQUtgOzvSlVM3oyY012O,"""Yellow Bird""",Arthur Lyman,1961,47,120.311,4,165667,D,major,0.951,0.572,0.0774,0.893,-26.113,0.807
6mqfq8EdYoV07TXM2rgPgb,spotify:track:6mqfq8EdYoV07TXM2rgPgb,"""Hurt""",Timi Yuro,1961,48,87.044,3,148467,F,major,0.707,0.493,0.244,0.000462,-11.487,0.222
6ImmlZj8ysK2jDnqqbKp60,spotify:track:6ImmlZj8ysK2jDnqqbKp60,"""Hello Mary Lou""",Ricky Nelson,1961,49,98.995,4,138547,A,major,0.502,0.602,0.633,0,-9.756,0.931
1BILDfIiSgFh6MvLHjq1Jo,spotify:track:1BILDfIiSgFh6MvLHjq1Jo,"""There's a Moon Out Tonight""",The Capris,1961,50,100.258,3,134729,F#/Gb,major,0.882,0.494,0.452,0,-9.907,0.603
366wRPrx2airjcCRkxgoS2,spotify:track:366wRPrx2airjcCRkxgoS2,"""Surrender""",Elvis Presley,1961,51,79.125,4,114200,D#/Eb,minor,0.75,0.38,0.638,0,-9.647,0.749
4UEWbycxYnl9KkrCl9nXwH,spotify:track:4UEWbycxYnl9KkrCl9nXwH,"""I Love How You Love Me""",The Paris Sisters,1961,52,84.857,3,123834,A#/Bb,major,0.944,0.384,0.452,0.00125,-8.894,0.453
2pMwweGkjNLXZkSDZ63LYf,spotify:track:2pMwweGkjNLXZkSDZ63LYf,"""Ya Ya""",Lee Dorsey,1961,53,140.795,4,146053,F,major,0.607,0.758,0.557,0.000218,-10.106,0.887
01GarP7Iim3fsxASclkEFW,spotify:track:01GarP7Iim3fsxASclkEFW,"""School Is Out""",Gary U.S. Bonds,1961,54,149.199,4,149560,A#/Bb,major,0.868,0.464,0.778,3.68e-05,-11.338,0.812
3Rf03HXu9jgcCtCtT2oT4p,spotify:track:3Rf03HXu9jgcCtCtT2oT4p,"""Mexico""",Bob Moore,1961,55,86.536,4,156440,D,major,0.185,0.57,0.822,0.913,-5.66,0.978
3NUXLtK8UGdD8TvZ12b4dD,spotify:track:3NUXLtK8UGdD8TvZ12b4dD,"""Walk Right Back""",The Everly Brothers,1961,57,135.797,4,139640,C#/Db,major,0.752,0.624,0.358,0,-13.199,0.871
3XLSi3aWD9qDCuHvSi5qfY,spotify:track:3XLSi3aWD9qDCuHvSi5qfY,"""The Way You Look Tonight""",The Lettermen,1961,58,103.153,3,141507,E,major,0.907,0.185,0.334,0,-10.572,0.15
2TEdI0KNrYHo4UPhrt0ais,spotify:track:2TEdI0KNrYHo4UPhrt0ais,"""Moody River""",Pat Boone,1961,59,129.921,4,157267,D#/Eb,major,0.774,0.767,0.269,0,-14.983,0.534
3Pq3nWYY5IBHfFhCdrZgzt,spotify:track:3Pq3nWYY5IBHfFhCdrZgzt,"""One Mint Julep""",Ray Charles,1961,60,129.488,4,189227,G#/Ab,major,0.63,0.735,0.457,0.665,-12.052,0.787
2IsIWooLudLKDPXVzn5JhU,spotify:track:2IsIWooLudLKDPXVzn5JhU,"""Take Good Care of Her""",Adam Wade,1961,61,114.302,4,154920,B,major,0.837,0.365,0.241,0,-13.078,0.339
68IngNKFxLJQZvTyzYIKIg,spotify:track:68IngNKFxLJQZvTyzYIKIg,"""Gee Whiz (Look at His Eyes)""",Carla Thomas,1961,62,179.652,3,141840,F,major,0.582,0.228,0.358,2.84e-06,-7.161,0.324
3SdTKo2uVsxFblQjpScoHy,spotify:track:3SdTKo2uVsxFblQjpScoHy,"""Stand by Me""",Ben E. King,1961,63,118.068,4,180056,A,major,0.57,0.65,0.306,7.07e-06,-9.443,0.605
3UCmuRdeTriWgOZMEJsfqZ,spotify:track:3UCmuRdeTriWgOZMEJsfqZ,"""Spanish Harlem""",Ben E. King,1961,64,125.166,4,174293,D,major,0.32,0.608,0.594,4.75e-05,-11.86,0.789
2vGVafns1VhbbhyIKi5VtL,spotify:track:2vGVafns1VhbbhyIKi5VtL,"""It's Gonna Work Out Fine""",Ike and Tina Turner,1961,65,108.037,4,183347,C,major,0.745,0.69,0.69,6.34e-06,-7.465,0.936
5Kt64y0teh7Y23o8JHNC8l,spotify:track:5Kt64y0teh7Y23o8JHNC8l,"""Baby Blue""",The Echoes,1961,66,132.368,4,156813,G,major,0.779,0.5,0.373,0,-13.548,0.727
06is43MVB1a03zyhtRBLpX,spotify:track:06is43MVB1a03zyhtRBLpX,"""Baby Sittin' Boogie""",Buzz Clifford,1961,67,139.291,4,124653,C#/Db,major,0.801,0.476,0.679,0,-7.001,0.812
